scale_bar_px,um_per_px,x_left,x_right,y_mid,surface_y_px,left_x_px,right_x_px,bottom_y_px,width_px,depth_px,area_px2,width_um,depth_um,area_um2
196,1.2755102040816326,647,842,459.0,80,15,825,423,810,343,150042,1033.1632653061224,437.5,244107.2730112453
