,Time,InputLaser,AbsoluteAbsorption,AbsAbsorptionUncertainty,RelativeAbsorption,CameraTrigger,FrameTrigger,FrameNumber
341,-0.00163592,0,-0.3431,--,-0.33566,1,0,0
342,-0.00163588,0,-0.20068,--,-0.19633,1,0,0
343,-0.00163584,0,0.86288,--,0.84418,1,0,0
344,-0.0016358,0,-0.78874,--,-0.77165,1,0,0
345,-0.00163576,0,-0.20068,--,-0.19633,1,0,0
346,-0.00163572,0,0.35981,--,0.35201,1,0,0
347,-0.00163568,0,-0.3431,--,-0.33566,1,0,0
348,-0.00163564,0,-0.44417,--,-0.43455,1,0,0
349,-0.0016356,0,-1.42044,--,-1.38966,1,0,0
350,-0.00163556,0,0.64695,--,0.63293,1,0,0
351,-0.00163552,0,-0.37296,--,-0.36488,1,0,0
352,-0.00163548,0,-0.35803,--,-0.35027,1,0,0
353,-0.00163544,0,0.64695,--,0.63293,1,0,0
354,-0.0016354,0,0.77559,--,0.75878,1,0,0
355,-0.00163536,0,-0.57396,--,-0.56152,1,0,0
356,-0.00163532,0,0.57459,--,0.56214,1,0,0
357,-0.00163528,0,0.56081,--,0.54866,1,0,0
358,-0.00163524,0,-0.3431,--,-0.33566,1,0,0
359,-0.0016352,0,-1.57894,--,-1.54472,1,0,0
360,-0.00163516,0,-1.56401,--,-1.53011,1,0,0
361,-0.00163512,0,-1.10459,--,-1.08065,1,0,0
362,-0.00163508,0,0.9628,--,0.94193,1,0,0
363,-0.00163504,0,1.07765,--,1.0543,1,0,0
364,-0.001635,0,1.07765,--,1.0543,1,0,0
365,-0.00163496,0,-0.3431,--,-0.33566,1,0,0
366,-0.00163492,0,-1.27687,--,-1.2492,1,0,0
367,-0.00163488,0,-0.3431,--,-0.33566,1,0,0
368,-0.00163484,0,-0.01347,--,-0.01317,1,0,0
369,-0.0016348,0,-0.31554,--,-0.3087,1,0,0
370,-0.00163476,0,-0.12832,--,-0.12554,1,0,0
371,-0.00163472,0,0.9628,--,0.94193,1,0,0
372,-0.00163468,0,0.73309,--,0.7172,1,0,0
373,-0.00163464,0,0.04396,--,0.04301,1,0,0
374,-0.0016346,0,-0.76002,--,-0.74355,1,0,0
375,-0.00163456,0,0.57459,--,0.56214,1,0,0
376,-0.00163452,0,0.45974,--,0.44977,1,0,0
377,-0.00163448,0,3.16E-04,--,3.09E-04,1,0,0
378,-0.00163444,0,0.54702,--,0.53517,1,0,0
379,-0.0016344,0,0.27367,--,0.26774,1,0,0
380,-0.00163436,0,-0.42924,--,-0.41994,1,0,0
