time_s,laser,input_power_W,deposited_power_W,absorptivity
5.883008303e-05,laser0,95,22.58113533,0.2376961614
5.903809202e-05,laser0,95,22.60887748,0.237988184
5.92877028e-05,laser0,95,22.60401557,0.237937006
5.958723575e-05,laser0,95,22.71709415,0.2391273069
5.993728482e-05,laser0,95,22.78778521,0.2398714233
6.033660749e-05,laser0,95,22.76926699,0.2396764946
6.078404924e-05,laser0,95,22.80051355,0.2400054058
6.126049733e-05,laser0,95,22.85081392,0.2405348834
6.173306849e-05,laser0,95,22.89521153,0.2410022266
6.222178396e-05,laser0,95,22.89412683,0.2409908087
6.273905041e-05,laser0,95,22.93391165,0.2414095963
6.330154683e-05,laser0,95,22.94196285,0.2414943458
6.388922155e-05,laser0,95,22.93634883,0.2414352509
6.447550971e-05,laser0,95,22.96784865,0.2417668278
6.506126045e-05,laser0,95,22.85967829,0.2406281925
6.564644628e-05,laser0,95,22.8079107,0.2400832706
6.623111909e-05,laser0,95,22.71008588,0.2390535356
6.681528306e-05,laser0,95,22.55803832,0.2374530349
6.739902011e-05,laser0,95,22.50380207,0.2368821271
6.798262371e-05,laser0,95,22.51413872,0.2369909339
6.855889533e-05,laser0,95,22.52397439,0.2370944673
6.87568748e-05,laser0,95,22.53658882,0.2372272508
6.898965005e-05,laser0,95,22.46946758,0.2365207114
6.925684341e-05,laser0,95,22.46368629,0.2364598557
6.955818204e-05,laser0,95,22.50205552,0.2368637423
6.989350949e-05,laser0,95,22.43927957,0.2362029428
7.023225298e-05,laser0,95,22.46917693,0.2365176519
7.057144708e-05,laser0,95,22.44177085,0.2362291669
7.091106476e-05,laser0,95,22.44705096,0.2362847469
7.125087357e-05,laser0,95,22.43550051,0.2361631632
7.159077127e-05,laser0,95,22.46547008,0.2364786324
7.193065058e-05,laser0,95,22.49468908,0.2367862008
7.227043207e-05,laser0,95,22.65882639,0.2385139619
7.26100389e-05,laser0,95,22.70512014,0.2390012646
7.294937571e-05,laser0,95,22.83421313,0.2403601382
7.328836391e-05,laser0,95,22.87889861,0.2408305117
7.362694154e-05,laser0,95,22.91700308,0.2412316114
7.396505181e-05,laser0,95,22.82097653,0.2402208056
7.430264509e-05,laser0,95,22.83019118,0.2403178019
7.463968733e-05,laser0,95,22.85356885,0.2405638827
7.497620322e-05,laser0,95,22.88312311,0.2408749801
7.531249734e-05,laser0,95,22.99336436,0.2420354143
7.564807358e-05,laser0,95,23.04940072,0.2426252707
7.59830704e-05,laser0,95,23.1142061,0.2433074327
7.631749504e-05,laser0,95,23.07639728,0.242909445
7.665135116e-05,laser0,95,23.08570802,0.2430074528
7.698465294e-05,laser0,95,23.16526695,0.2438449152
7.731741673e-05,laser0,95,23.1915604,0.2441216884
7.764966446e-05,laser0,95,23.1944407,0.2441520073
7.798141499e-05,laser0,95,23.16243682,0.2438151244
7.831269763e-05,laser0,95,23.15164184,0.2437014931
7.86435394e-05,laser0,95,23.18593063,0.2440624277
7.897397107e-05,laser0,95,23.20604362,0.2442741434
7.930405012e-05,laser0,95,23.17802302,0.2439791896
7.963370065e-05,laser0,95,23.0855933,0.2430062452
7.996291119e-05,laser0,95,23.15996676,0.2437891238
8.029170415e-05,laser0,95,23.16647894,0.2438576731
8.062010314e-05,laser0,95,23.16207061,0.2438112696
8.094813518e-05,laser0,95,23.17272321,0.2439234022
8.127582261e-05,laser0,95,23.13453529,0.2435214241
8.160319209e-05,laser0,95,23.10268872,0.2431861971
8.196820152e-05,laser0,95,22.97377605,0.2418292216
8.2352617e-05,laser0,95,22.94746679,0.241552282
8.273309413e-05,laser0,95,22.94087649,0.2414829105
8.31098447e-05,laser0,95,22.89553467,0.2410056281
8.348226507e-05,laser0,95,22.80670766,0.2400706069
8.385074746e-05,laser0,95,22.76602376,0.2396423554
8.421556652e-05,laser0,95,22.67826766,0.238718607
8.457634817e-05,laser0,95,22.63578367,0.238271407
8.49328825e-05,laser0,95,22.63121227,0.238223287
8.52854617e-05,laser0,95,22.49897341,0.2368312991
8.563392805e-05,laser0,95,22.59155373,0.2378058287
8.597811512e-05,laser0,95,22.67609077,0.2386956923
8.631785148e-05,laser0,95,22.75392317,0.2395149808
8.665315749e-05,laser0,95,22.80167295,0.2400176099
8.69841472e-05,laser0,95,22.82727949,0.2402871526
8.731094518e-05,laser0,95,22.81916802,0.2402017686
8.763380326e-05,laser0,95,22.90922427,0.2411497292
8.795310636e-05,laser0,95,22.89485496,0.2409984733
8.826907011e-05,laser0,95,22.83523507,0.2403708955
8.85818983e-05,laser0,95,22.7906939,0.2399020411
8.874562036e-05,laser0,95,22.80945737,0.2400995512
8.894208683e-05,laser0,95,22.80727587,0.2400765881
8.917784659e-05,laser0,95,22.85842089,0.2406149567
8.945585136e-05,laser0,95,22.89777729,0.2410292346
8.97748069e-05,laser0,95,22.96075508,0.2416921588
9.013373815e-05,laser0,95,22.94386172,0.2415143339
9.052778663e-05,laser0,95,22.96178381,0.2417029875
9.092066891e-05,laser0,95,22.98340883,0.2419306193
9.130756456e-05,laser0,95,23.00714889,0.2421805146
9.168937913e-05,laser0,95,23.10644082,0.2432256928
9.206708365e-05,laser0,95,23.12411186,0.2434117038
9.244221299e-05,laser0,95,23.10190064,0.2431779015
9.28160857e-05,laser0,95,23.12273374,0.2433971973
9.318895299e-05,laser0,95,23.06638198,0.2428040208
9.356022046e-05,laser0,95,22.99416967,0.2420438913
9.393009854e-05,laser0,95,22.98283516,0.2419245807
9.42990795e-05,laser0,95,22.98327099,0.2419291683
9.46692956e-05,laser0,95,22.99910463,0.2420958382
9.504415218e-05,laser0,95,22.97626251,0.2418553948
9.542431551e-05,laser0,95,22.944146,0.2415173263
9.558564166e-05,laser0,95,22.94125377,0.2414868818
9.577923303e-05,laser0,95,22.94188323,0.2414935077
9.601154267e-05,laser0,95,22.92379109,0.2413030641
9.62837672e-05,laser0,95,22.90922476,0.2411497343
9.659572039e-05,laser0,95,22.88048525,0.2408472132
9.694713074e-05,laser0,95,22.93496433,0.2414206771
9.733661836e-05,laser0,95,22.94101867,0.241484407
9.772396972e-05,laser0,95,22.90992835,0.2411571405
9.811654972e-05,laser0,95,22.87741289,0.2408148725
9.85226635e-05,laser0,95,22.93050417,0.2413737281
9.894895924e-05,laser0,95,22.97717795,0.241865031
9.938130693e-05,laser0,95,23.12177639,0.2433871199
9.980267925e-05,laser0,95,23.1221026,0.2433905537
0.0001002134061,laser0,95,23.15091482,0.2436938402
0.0001006136784,laser0,95,23.15878618,0.2437766966
0.0001010039018,laser0,95,23.17550389,0.2439526726
0.000101384386,laser0,95,23.21128,0.2443292631
0.0001017554489,laser0,95,23.22736358,0.244498564
0.000102117457,laser0,95,23.24795524,0.2447153184
0.0001024707042,laser0,95,23.25025868,0.244739565
0.000102625132,laser0,95,23.21504895,0.2443689363
0.0001028104454,laser0,95,23.23101574,0.2445370078
0.0001030301409,laser0,95,23.2231811,0.2444545378
0.0001032834816,laser0,95,23.21322112,0.244349696
0.0001035696981,laser0,95,23.18257868,0.244027144
