time_s,laser,input_power_W,deposited_power_W,absorptivity
5.451035669e-05,laser0,156,57.06818791,0.3658217173
5.475988593e-05,laser0,156,57.10478205,0.3660562952
5.500941517e-05,laser0,156,57.0567176,0.3657481898
5.527207753e-05,laser0,156,57.03747391,0.3656248328
5.553473989e-05,laser0,156,57.02198118,0.3655255204
5.579740225e-05,laser0,156,57.00310923,0.3654045463
5.600753214e-05,laser0,156,57.00312226,0.3654046299
5.621766202e-05,laser0,156,57.00387065,0.3654094272
5.644015249e-05,laser0,156,57.0061781,0.3654242186
5.667747566e-05,laser0,156,57.00671763,0.3654276771
5.691479883e-05,laser0,156,57.0068454,0.3654284962
5.717189893e-05,laser0,156,57.01341947,0.3654706376
5.745470903e-05,laser0,156,57.02631089,0.3655532749
5.773751914e-05,laser0,156,57.10969888,0.3660878133
5.802032925e-05,laser0,156,57.10711256,0.3660712344
5.830313936e-05,laser0,156,57.10742377,0.3660732293
5.858594946e-05,laser0,156,57.0713896,0.365842241
5.886875957e-05,laser0,156,57.04076502,0.3656459296
5.915156968e-05,laser0,156,57.02134884,0.3655214669
5.943437979e-05,laser0,156,57.02208244,0.3655261695
5.971718989e-05,laser0,156,57.01564971,0.3654849341
6e-05,laser0,156,57.00950058,0.3654455166
6.028571429e-05,laser0,156,57.01009125,0.3654493029
6.057142857e-05,laser0,156,57.01111677,0.3654558767
6.085714286e-05,laser0,156,57.01292336,0.3654674574
6.114285714e-05,laser0,156,57.01558372,0.365484511
6.142857143e-05,laser0,156,57.01764433,0.3654977201
6.170506912e-05,laser0,156,57.01979142,0.3655114835
6.197264754e-05,laser0,156,57.02178492,0.3655242623
6.224022596e-05,laser0,156,57.02433646,0.3655406184
6.250780437e-05,laser0,156,57.02867791,0.3655684481
6.277538279e-05,laser0,156,57.03258176,0.3655934728
6.30429612e-05,laser0,156,57.033834,0.3656015
6.331053962e-05,laser0,156,57.0358539,0.3656144481
6.358926713e-05,laser0,156,57.03851523,0.3656315079
6.386799465e-05,laser0,156,57.04121484,0.3656488131
6.414672216e-05,laser0,156,57.04329603,0.3656621541
6.442544968e-05,laser0,156,57.0455951,0.3656768917
6.469090446e-05,laser0,156,57.0476716,0.3656902025
6.495635923e-05,laser0,156,57.07640983,0.365874422
6.522181401e-05,laser0,156,57.08433256,0.3659252087
6.548726879e-05,laser0,156,57.08991353,0.3659609841
6.575272357e-05,laser0,156,57.09398259,0.3659870679
6.601817834e-05,laser0,156,57.0968835,0.3660056635
6.628363312e-05,laser0,156,57.10007932,0.3660261495
6.65490879e-05,laser0,156,57.10333938,0.3660470473
6.683666391e-05,laser0,156,57.10822785,0.3660783837
6.712423991e-05,laser0,156,57.12767563,0.3662030489
6.741181592e-05,laser0,156,57.16163421,0.3664207321
6.769939193e-05,laser0,156,57.20097443,0.366672913
6.798696794e-05,laser0,156,57.22988938,0.3668582652
6.827454395e-05,laser0,156,57.24538173,0.3669575752
6.856211996e-05,laser0,156,57.27245404,0.3671311156
6.884969597e-05,laser0,156,57.28396113,0.367204879
6.913727197e-05,laser0,156,57.30326851,0.3673286443
6.942484798e-05,laser0,156,57.30676507,0.3673510582
6.971242399e-05,laser0,156,57.3082929,0.3673608519
7e-05,laser0,156,57.2884808,0.3672338513
7.029411765e-05,laser0,156,57.21137927,0.3667396107
7.059742647e-05,laser0,156,57.21396815,0.3667562061
7.091084559e-05,laser0,156,57.6096334,0.3692925218
7.122426471e-05,laser0,156,57.66007045,0.3696158362
7.153768382e-05,laser0,156,57.62396789,0.3693844096
7.185110294e-05,laser0,156,57.59712209,0.3692123211
7.216452206e-05,laser0,156,57.36047938,0.3676953806
7.247794118e-05,laser0,156,57.33111579,0.3675071525
7.277882353e-05,laser0,156,57.12208164,0.36616719
7.306767059e-05,laser0,156,57.12527795,0.3661876792
7.335651765e-05,laser0,156,57.12370127,0.3661775723
7.363332941e-05,laser0,156,57.12164572,0.3661643957
7.389860735e-05,laser0,156,57.12379064,0.3661781451
7.416388529e-05,laser0,156,57.12444992,0.3661823713
7.444179552e-05,laser0,156,57.11782225,0.3661398862
7.471970574e-05,laser0,156,57.1188139,0.366146243
7.499761597e-05,laser0,156,57.11495727,0.366121521
7.527552619e-05,laser0,156,57.11361944,0.3661129451
7.55708058e-05,laser0,156,57.11221592,0.3661039482
7.586608542e-05,laser0,156,57.11011684,0.3660904925
7.616136503e-05,laser0,156,57.10874093,0.3660816726
7.645664464e-05,laser0,156,57.10526909,0.3660594173
7.675192426e-05,laser0,156,57.1009497,0.3660317289
7.704720387e-05,laser0,156,57.0970867,0.3660069661
7.731563988e-05,laser0,156,57.09346568,0.3659837544
7.758407589e-05,laser0,156,57.09119909,0.3659692249
7.78525119e-05,laser0,156,57.09086704,0.3659670964
7.812094792e-05,laser0,156,57.09429546,0.3659890734
7.838938393e-05,laser0,156,57.0915037,0.3659711776
7.865781994e-05,laser0,156,57.09044417,0.3659643857
7.892625595e-05,laser0,156,57.08499756,0.3659294715
7.919469196e-05,laser0,156,57.08298836,0.3659165921
7.946312798e-05,laser0,156,57.07841278,0.3658872614
7.973156399e-05,laser0,156,57.07448039,0.3658620538
8e-05,laser0,156,57.06879189,0.365825589
8.023255814e-05,laser0,156,57.06390101,0.3657942373
8.045970795e-05,laser0,156,57.05959966,0.3657666645
8.068685776e-05,laser0,156,57.05401202,0.3657308463
8.091400757e-05,laser0,156,57.05007662,0.3657056193
