time_ms,depth_um
2.0083487940630795, 0
4.220779220779221, 0
4.270871985157699, 138.86392625231915
4.312615955473098, 113.0718054267162
4.337662337662337, 142.36215793135437
4.371057513914656, 142.353461270872
4.396103896103896, 169.30006377551024
4.429499072356215, 150.54136711502787
4.446196660482374, 158.74014378478668
4.462894248608534, 178.65767045454547
4.487940630797773, 191.54177295918367
4.504638218923933, 209.11554962894252
4.521335807050092, 223.17370129870133
4.538033395176252, 171.60685296846015
4.579777365491651, 245.4241071428572
4.61317254174397, 184.47791048237482
4.646567717996289, 187.98483882189242
4.705009276437847, 94.21961966604823
4.738404452690167, 177.41404800556592
4.763450834879406, 185.61065051020412
4.788497217068645, 180.91662801484233
4.805194805194805, 204.34977968460112
4.821892393320964, 199.65793135435996
4.846938775510204, 158.6357838589982
4.863636363636363, 190.272060528757
4.880333951762523, 182.06458719851582
4.905380333951762, 224.24556470315403
4.922077922077922, 227.75684137291285
4.938775510204081, 204.31499304267163
4.98886827458256, 198.4425730519481
5.005565862708719, 217.1882247217069
5.022263450834879, 184.37137639146573
5.038961038961038, 264.0545280612246
5.072356215213358, 210.13958140074217
5.080705009276437, 238.26240723562157
5.105751391465677, 223.0215097402598
5.122448979591836, 253.48591141001862
5.1558441558441555, 194.88346474953622
5.180890538033395, 247.61131725417445
5.222634508348794, 232.36607142857147
5.2393320964749535, 249.9398480983303
5.297773654916512, 281.56525394248615
5.3228200371057515, 91.71498144712433
5.3311688311688314, 228.82218228200375
5.3812615955473095, 221.7778872912802
5.3979591836734695, 232.320413961039
5.448051948051948, 142.07299397031542
5.456400742115028, 296.7583198051949
5.4730983302411875, 68.23834647495363
5.514842300556586, 268.6181006493507
5.5482374768089056, 178.3750289888683
5.581632653061224, 280.31945732838597
5.581632653061224, 118.60070732838591
5.615027829313544, 280.3107606679036
5.631725417439704, 193.58766233766235
5.681818181818182, 234.59024234693882
5.723562152133581, 204.11062152133584
5.73191094619666, 287.31157235621527
5.74860853432282, 179.49472402597408
5.773654916512059, 179.48820153061232
5.790352504638219, 224.01510320037113
5.823747680890538, 227.52203153988873
5.832096474953618, 253.30110737476815
5.857142857142857, 242.74770987940636
5.907235621521336, 309.5315398886828
5.907235621521336, 316.5627898886828
5.932282003710575, 223.97814239332104
5.965677179962894, 274.36007073283866
5.999072356215214, 62.241999072356236
6.040816326530612, 249.73112824675331
6.09925788497217, 293.0752840909091
6.11595547309833, 126.66468576066796
6.149350649350649, 216.89036410018556
6.157699443413729, 253.216314935065
6.174397031539889, 215.7119666048238
6.216141001855288, 274.29484577922085
6.232838589981447, 164.13424744897966
6.241187384044527, 316.4758232838591
6.282931354359926, 317.6368274582561
6.316326530612245, 234.4250057977737
6.366419294990723, 315.27133580705015
6.383116883116883, 246.12636247680896
6.416512059369202, 262.5239158163266
6.441558441558441, 221.50176832096483
6.458256029684601, 262.51304499072364
6.48330241187384, 248.44402249536185
